Revised Product Name,Product category,Sub category,MRP,VAT,Maalgaadi Cost price,Maalgaadi Price,Customer Discount,Customer Discount %,Description
PEPSODENT 2 IN 1 80G,Personal Care,DENTAL CARE,41,12.5,37.27,40.5,0.5,1%,"Buy PEPSODENT 2 IN 1 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT CENTER FRESH TOOTHPASTE 80G,Personal Care,DENTAL CARE,41,12.5,37.27,40.5,0.5,1%,"Buy PEPSODENT CENTER FRESH TOOTHPASTE 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT COMPLETE TOOTHPASTE 100G,Personal Care,DENTAL CARE,37,12.5,35.46,36.5,0.5,1%,"Buy PEPSODENT COMPLETE TOOTHPASTE 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT COMPLETE TOOTHPASTE 35G,Personal Care,DENTAL CARE,10,12.5,9.09,10,0,0%,"Buy PEPSODENT COMPLETE TOOTHPASTE 35G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT EXPERT PROTECTION 80G,Personal Care,DENTAL CARE,56,12.5,50.91,55,1,2%,"Buy PEPSODENT EXPERT PROTECTION 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT EXPERT PROTECTION COMPLETE TOOTHBRUSH MEDIUM 72X1,Personal Care,DENTAL CARE,59,12.5,43.71,56,3,5%,"Buy PEPSODENT EXPERT PROTECTION COMPLETE TOOTHBRUSH MEDIUM 72X1, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT EXPERT PROTECTION WHITENING 150G,Personal Care,DENTAL CARE,95,12.5,86.37,93,2,2%,"Buy PEPSODENT EXPERT PROTECTION WHITENING 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT EXPERT WHITENING 80G,Personal Care,DENTAL CARE,57,12.5,51.82,56,1,2%,"Buy PEPSODENT EXPERT WHITENING 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT FIGHTER TOOTHBRUSH MEDIUM,Personal Care,DENTAL CARE,16,12.5,12.31,15.5,0.5,3%,"Buy PEPSODENT FIGHTER TOOTHBRUSH MEDIUM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT GUM CARE TOOTHBRUSH,Personal Care,DENTAL CARE,40,12.5,30.77,38,2,5%,"Buy PEPSODENT GUM CARE TOOTHBRUSH, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT GUM CARE TOOTHPASTE 150 G,Personal Care,DENTAL CARE,82,12.5,74.54,80,2,2%,"Buy PEPSODENT GUM CARE TOOTHPASTE 150 G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT GUM CARE VALUE PACK 150G+150G,Personal Care,DENTAL CARE,106,12.5,94.65,103,3,3%,"Buy PEPSODENT GUM CARE VALUE PACK 150G+150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT GUM CARE 150+150GM,Personal Care,DENTAL CARE,147,12.5,133.64,144,3,2%,"Buy PEPSODENT GUM CARE 150+150GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT MINT MOUTHWASH 150ML,Personal Care,DENTAL CARE,60,12.5,50,57,3,5%,"Buy PEPSODENT MINT MOUTHWASH 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT SENSITIVE 40G,Personal Care,DENTAL CARE,45,12.5,39.13,44,1,2%,"Buy PEPSODENT SENSITIVE 40G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT SENSITIVE 80G,Personal Care,DENTAL CARE,80,12.5,69.57,77,3,4%,"Buy PEPSODENT SENSITIVE 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT SUPER SALT 175G,Personal Care,DENTAL CARE,33,12.5,30,32.5,0.5,2%,"Buy PEPSODENT SUPER SALT 175G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT TRIPLE CLEAN TOOTHBRUSH MEDIUM,Personal Care,DENTAL CARE,13,12.5,9.28,12.5,0.5,4%,"Buy PEPSODENT TRIPLE CLEAN TOOTHBRUSH MEDIUM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT ULTRA CARE TOOTHBRUSH B2G1 FREE,Personal Care,DENTAL CARE,40,12.5,30.77,38,2,5%,"Buy PEPSODENT ULTRA CARE TOOTHBRUSH B2G1 FREE, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT ULTRACARE TOOTHBRUSH SOFT,Personal Care,DENTAL CARE,20,12.5,18.18,19.5,0.5,3%,"Buy PEPSODENT ULTRACARE TOOTHBRUSH SOFT, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT WHITENING TOOTHPASTE 150G,Personal Care,DENTAL CARE,75,12.5,68.19,73,2,3%,"Buy PEPSODENT WHITENING TOOTHPASTE 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PEPSODENT WHITENING TOOTHPASTE 80G,Personal Care,DENTAL CARE,42,12.5,38.18,41.5,0.5,1%,"Buy PEPSODENT WHITENING TOOTHPASTE 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PROMISE TOOTHPASTE 170G+170G,Personal Care,DENTAL CARE,65,12.5,59.1,64,1,2%,"Buy PROMISE TOOTHPASTE 170G+170G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE SENSITIVE TOOTH BRUSH,Personal Care,DENTAL CARE,50,12.5,35.71,47,3,6%,"Buy SENSODYNE SENSITIVE TOOTH BRUSH, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHBRUSH 2+1 FREE,Personal Care,DENTAL CARE,100,12.5,70.18,94,6,6%,"Buy SENSODYNE TOOTHBRUSH 2+1 FREE, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHPASTE FRESH GEL 150G,Personal Care,DENTAL CARE,160,12.5,145.45,157,3,2%,"Buy SENSODYNE TOOTHPASTE FRESH GEL 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHPASTE FRESH GEL 40G,Personal Care,DENTAL CARE,50,12.5,40.01,48,2,4%,"Buy SENSODYNE TOOTHPASTE FRESH GEL 40G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHPASTE FRESH GEL 80G,Personal Care,DENTAL CARE,90,12.5,78.27,87,3,3%,"Buy SENSODYNE TOOTHPASTE FRESH GEL 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHPASTE FRESH MINT 150G,Personal Care,DENTAL CARE,160,12.5,145.45,157,3,2%,"Buy SENSODYNE TOOTHPASTE FRESH MINT 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHPASTE FRESH MINT 40G,Personal Care,DENTAL CARE,50,12.5,40.01,48,2,4%,"Buy SENSODYNE TOOTHPASTE FRESH MINT 40G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHPASTE RAPID RELIEF 80G,Personal Care,DENTAL CARE,120,12.5,104.34,117,3,3%,"Buy SENSODYNE TOOTHPASTE RAPID RELIEF 80G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SENSODYNE TOOTHPASTE RAPID RELIEF40G,Personal Care,DENTAL CARE,60,12.5,44,57,3,5%,"Buy SENSODYNE TOOTHPASTE RAPID RELIEF40G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
VICCO VAJRADANTI AYUR TOOTHPASTE 100G,Personal Care,DENTAL CARE,69,5,62.73,68,1,1%,"Buy VICCO VAJRADANTI AYUR TOOTHPASTE 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
VICCO VAJRADANTI AYUR TOOTHPASTE 200G,Personal Care,DENTAL CARE,117,5,106.37,114,3,3%,"Buy VICCO VAJRADANTI AYUR TOOTHPASTE 200G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ADIDAS DEO MEN EXTREME POWER150ML,Personal Care,Deodorant/talc,175,12.5,159.09,172,3,2%,"Buy ADIDAS DEO MEN EXTREME POWER150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ADIDAS DEO MEN PACK OF 2 PROMO,Personal Care,Deodorant/talc,299,12.5,267.08,293,6,2%,"Buy ADIDAS DEO MEN PACK OF 2 PROMO, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ADIDAS DEO MEN PULSE 150ML,Personal Care,Deodorant/talc,175,12.5,159.09,172,3,2%,"Buy ADIDAS DEO MEN PULSE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ADIDAS DEO MEN PURE GAME 150ML,Personal Care,Deodorant/talc,175,12.5,159.09,172,3,2%,"Buy ADIDAS DEO MEN PURE GAME 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DENIM TALCUM 300G,Personal Care,Deodorant/talc,115,12.5,104.55,112,3,3%,"Buy AXE DENIM TALCUM 300G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO APOLLO 150ML,Personal Care,Deodorant/talc,165,12.5,116.88,156,9,5%,"Buy AXE DEO APOLLO 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO DARK TEMPTATION 150ML,Personal Care,Deodorant/talc,165,12.5,116.88,156,9,5%,"Buy AXE DEO DARK TEMPTATION 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO DENIM BLACK 150ML,Personal Care,Deodorant/talc,135,12.5,125,132,3,2%,"Buy AXE DEO DENIM BLACK 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO DIMENSION 150ML,Personal Care,Deodorant/talc,165,12.5,143.48,157,8,5%,"Buy AXE DEO DIMENSION 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO MARINE 150ML,Personal Care,Deodorant/talc,165,12.5,116.88,156,9,5%,"Buy AXE DEO MARINE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO MUSIC STAR 150ML,Personal Care,Deodorant/talc,150,12.5,106.25,135,15,10%,"Buy AXE DEO MUSIC STAR 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO MUSK 150ML,Personal Care,Deodorant/talc,165,12.5,116.88,156,9,5%,"Buy AXE DEO MUSK 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO PROVOKE 150ML,Personal Care,Deodorant/talc,165,12.5,116.88,156,9,5%,"Buy AXE DEO PROVOKE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO PULSE 150ML,Personal Care,Deodorant/talc,165,12.5,116.88,156,9,5%,"Buy AXE DEO PULSE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
AXE DEO WILD SPICE 150ML,Personal Care,Deodorant/talc,150,12.5,106.25,135,15,10%,"Buy AXE DEO WILD SPICE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BENETTON COLORS DE MAN EAU DE TOILETTE 100ML,Personal Care,Deodorant/talc,975,12.5,886.37,961,14,1%,"Buy BENETTON COLORS DE MAN EAU DE TOILETTE 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BENETTON SPORT MAN EAU DE TOILETTE 100ML,Personal Care,Deodorant/talc,1450,12.5,1318.19,1432,18,1%,"Buy BENETTON SPORT MAN EAU DE TOILETTE 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CINTHOL COOL TALC 100G,Personal Care,Deodorant/talc,45,12.5,40.91,44,1,2%,"Buy CINTHOL COOL TALC 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CINTHOL COOL TALC 300G,Personal Care,Deodorant/talc,90,12.5,81.82,88,2,2%,"Buy CINTHOL COOL TALC 300G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CINTHOL DEO DIVE 150ML,Personal Care,Deodorant/talc,175,12.5,152.18,170,5,3%,"Buy CINTHOL DEO DIVE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CINTHOL DEO PLAY 150ML,Personal Care,Deodorant/talc,175,12.5,152.18,170,5,3%,"Buy CINTHOL DEO PLAY 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CINTHOL DEO TALC 100G,Personal Care,Deodorant/talc,45,12.5,40.91,44,1,2%,"Buy CINTHOL DEO TALC 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CINTHOL STRONG TALC 300G,Personal Care,Deodorant/talc,90,12.5,81.82,88,2,2%,"Buy CINTHOL STRONG TALC 300G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DENIM DEO BLACK 150ML,Personal Care,Deodorant/talc,100,12.5,83.33,96,4,4%,"Buy DENIM DEO BLACK 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DENIM DEO MUSK 150ML,Personal Care,Deodorant/talc,100,12.5,83.33,96,4,4%,"Buy DENIM DEO MUSK 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DENIM DEO ORIGINAL 150ML,Personal Care,Deodorant/talc,100,12.5,83.33,96,4,4%,"Buy DENIM DEO ORIGINAL 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY HEAT POWDER CITRUS POWDER 150G,Personal Care,Deodorant/talc,69,5,60,67,2,3%,"Buy DERMICOOL PRICKLY HEAT POWDER CITRUS POWDER 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY HEAT POWDER LAVENDER POWDER 50G,Personal Care,Deodorant/talc,27,5,23.48,26.5,0.5,2%,"Buy DERMICOOL PRICKLY HEAT POWDER LAVENDER POWDER 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY HEAT POWDER LAVENDER POWDER150G,Personal Care,Deodorant/talc,69,5,60,67,2,3%,"Buy DERMICOOL PRICKLY HEAT POWDER LAVENDER POWDER150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY HEAT POWDER REGULAR POWDER 150G,Personal Care,Deodorant/talc,69,5,60,67,2,3%,"Buy DERMICOOL PRICKLY HEAT POWDER REGULAR POWDER 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY HEAT POWDER REGULAR POWDER 50G,Personal Care,Deodorant/talc,27,5,23.48,26.5,0.5,2%,"Buy DERMICOOL PRICKLY HEAT POWDER REGULAR POWDER 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY HEAT POWDER SANDAL POWDER 150G,Personal Care,Deodorant/talc,69,5,60,67,2,3%,"Buy DERMICOOL PRICKLY HEAT POWDER SANDAL POWDER 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY POWDER LAVENDER 90G,Personal Care,Deodorant/talc,45,12.5,39.13,44,1,2%,"Buy DERMICOOL PRICKLY POWDER LAVENDER 90G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY POWDER REGULAR 90G,Personal Care,Deodorant/talc,45,12.5,38.45,43,2,4%,"Buy DERMICOOL PRICKLY POWDER REGULAR 90G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DERMICOOL PRICKLY POWDER SANDAL 90G,Personal Care,Deodorant/talc,45,12.5,38.45,43,2,4%,"Buy DERMICOOL PRICKLY POWDER SANDAL 90G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DOVE CLEAR TOUCH DEO 169ML,Personal Care,Deodorant/talc,170,12.5,147.83,162,8,5%,"Buy DOVE CLEAR TOUCH DEO 169ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DOVE GO FRESH DEODORANT WITH CUCUMBER GREEN TEA SCENT DEO 169ML,Personal Care,Deodorant/talc,170,12.5,147.83,162,8,5%,"Buy DOVE GO FRESH DEODORANT WITH CUCUMBER GREEN TEA SCENT DEO 169ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DOVE ORIGINAL ANTI PERSPIRANT DEODORANT 169ML,Personal Care,Deodorant/talc,160,12.5,139.13,155,5,3%,"Buy DOVE ORIGINAL ANTI PERSPIRANT DEODORANT 169ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
DOVE SILK DRY DEODORANT 169ML,Personal Care,Deodorant/talc,170,12.5,147.83,165,5,3%,"Buy DOVE SILK DRY DEODORANT 169ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVA DEO DOLL 125ML,Personal Care,Deodorant/talc,120,12.5,107.15,117,3,3%,"Buy EVA DEO DOLL 125ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVA DEO WILD 125ML,Personal Care,Deodorant/talc,110,12.5,98.21,107,3,3%,"Buy EVA DEO WILD 125ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVA EXOTIC DEO OCEAN FRESH 150ML,Personal Care,Deodorant/talc,160,12.5,142.85,156,4,3%,"Buy EVA EXOTIC DEO OCEAN FRESH 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVA EXOTIC DEO RAINFOREST 150ML,Personal Care,Deodorant/talc,160,12.5,142.85,156,4,3%,"Buy EVA EXOTIC DEO RAINFOREST 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVA EXOTIC DEO SPICY TWISTS 150ML,Personal Care,Deodorant/talc,160,12.5,142.85,156,4,3%,"Buy EVA EXOTIC DEO SPICY TWISTS 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
EVA EXOTIC DEO VELVET WISPS 150ML,Personal Care,Deodorant/talc,160,12.5,142.85,156,4,3%,"Buy EVA EXOTIC DEO VELVET WISPS 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
FA DEO AQUA 170 ML,Personal Care,Deodorant/talc,150,12.5,138.89,147,3,2%,"Buy FA DEO AQUA 170 ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GOLDISSIME 75ML,Personal Care,Deodorant/talc,750,12.5,681.82,738,12,2%,"Buy GOLDISSIME 75ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
JE T'AIME ELLE DEODORANT 150 ML,Personal Care,Deodorant/talc,199,12.5,180.91,195,4,2%,"Buy JE T'AIME ELLE DEODORANT 150 ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
JEANNE CALIBER 12 POUR DEO 200ML,Personal Care,Deodorant/talc,229,12.5,208.18,224,5,2%,"Buy JEANNE CALIBER 12 POUR DEO 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
JEANNE COLONIAL CLUB POR EDT100ML,Personal Care,Deodorant/talc,829,12.5,753.64,815,14,2%,"Buy JEANNE COLONIAL CLUB POR EDT100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KAMASUTRA DEO DARE 150ML,Personal Care,Deodorant/talc,180,12.5,152.54,170,10,6%,"Buy KAMASUTRA DEO DARE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KAMASUTRA DEO RUSH 150ML,Personal Care,Deodorant/talc,180,12.5,152.54,170,10,6%,"Buy KAMASUTRA DEO RUSH 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KAMASUTRA DEO SPARK 150ML,Personal Care,Deodorant/talc,180,12.5,152.54,170,10,6%,"Buy KAMASUTRA DEO SPARK 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KAMASUTRA DEO STORM 150ML,Personal Care,Deodorant/talc,180,12.5,152.54,174,6,3%,"Buy KAMASUTRA DEO STORM 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KAMASUTRA DEO TRAVEL MATE 3x30ML,Personal Care,Deodorant/talc,150,12.5,127.11,145,5,3%,"Buy KAMASUTRA DEO TRAVEL MATE 3x30ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
LOTTO LONG LASTING MEN DEO 150ML,Personal Care,Deodorant/talc,199,12.5,180.91,195,4,2%,"Buy LOTTO LONG LASTING MEN DEO 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
LUX FRAGRANCE LOVING TOUCH 150ML,Personal Care,Deodorant/talc,120,12.5,104.34,117,3,3%,"Buy LUX FRAGRANCE LOVING TOUCH 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
LUX FRAGRANCE MAGICAL SPELL 150ML,Personal Care,Deodorant/talc,120,12.5,104.34,117,3,3%,"Buy LUX FRAGRANCE MAGICAL SPELL 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NAVRATNA COOL TALC ACTIVE DEO 100G,Personal Care,Deodorant/talc,50,12.5,45.45,49,1,2%,"Buy NAVRATNA COOL TALC ACTIVE DEO 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NAVRATNA COOL TALC MINT FRESH 100G,Personal Care,Deodorant/talc,50,12.5,45.45,49,1,2%,"Buy NAVRATNA COOL TALC MINT FRESH 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA DEO MEN COOL KICK 150ML,Personal Care,Deodorant/talc,175,12.5,159.09,172,3,2%,"Buy NIVEA DEO MEN COOL KICK 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA DEO MEN ENERGY FRESH 150ML,Personal Care,Deodorant/talc,175,12.5,145.14,169,6,3%,"Buy NIVEA DEO MEN ENERGY FRESH 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA DEO MEN FRESH ACTIVE BURST 150M,Personal Care,Deodorant/talc,175,12.5,159.09,172,3,2%,"Buy NIVEA DEO MEN FRESH ACTIVE BURST 150M, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA DEO MEN FRESH ACTIVE RUSH 150M,Personal Care,Deodorant/talc,175,12.5,159.09,172,3,2%,"Buy NIVEA DEO MEN FRESH ACTIVE RUSH 150M, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA DEO MEN FRESH ACTIVE 150ML,Personal Care,Deodorant/talc,175,12.5,159.09,172,3,2%,"Buy NIVEA DEO MEN FRESH ACTIVE 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA DEO MEN SPORT 150 ML,Personal Care,Deodorant/talc,175,12.5,154.87,170,5,3%,"Buy NIVEA DEO MEN SPORT 150 ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA TALC MUSK 100G,Personal Care,Deodorant/talc,49,12.5,44.55,48,1,2%,"Buy NIVEA TALC MUSK 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA TALC MUSK 400G,Personal Care,Deodorant/talc,109,12.5,99.09,107,2,2%,"Buy NIVEA TALC MUSK 400G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA TALC PURE 100G,Personal Care,Deodorant/talc,49,12.5,44.55,48,1,2%,"Buy NIVEA TALC PURE 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIVEA TALC PURE 400G,Personal Care,Deodorant/talc,109,12.5,99.09,107,2,2%,"Buy NIVEA TALC PURE 400G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NYCIL COOL GULABJAL MINI 30G,Personal Care,Deodorant/talc,19,5,17.1,18.5,0.5,3%,"Buy NYCIL COOL GULABJAL MINI 30G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NYCIL EXCEL SANDAL 150G,Personal Care,Deodorant/talc,64,12.5,57.14,62,2,3%,"Buy NYCIL EXCEL SANDAL 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NYCIL POWDER EXCEL 150 G,Personal Care,Deodorant/talc,64,12.5,57.14,62,2,3%,"Buy NYCIL POWDER EXCEL 150 G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NYCIL PRICKLY HEAT GULABJAL 150G,Personal Care,Deodorant/talc,64,5,57.14,62,2,3%,"Buy NYCIL PRICKLY HEAT GULABJAL 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NYCIL PRICKLY HEAT HERBAL 150G,Personal Care,Deodorant/talc,64,5,57.14,62,2,3%,"Buy NYCIL PRICKLY HEAT HERBAL 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PARK AVENUE DEO ALPHA 150ML,Personal Care,Deodorant/talc,180,12.5,156.52,175,5,3%,"Buy PARK AVENUE DEO ALPHA 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
PARK AVENUE DEO ALTER EGO 150ML,Personal Care,Deodorant/talc,216,12.5,187.83,210,6,3%,"Buy PARK AVENUE DEO ALTER EGO 150ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
